longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-118.43,34.22,36,1372,295,774,306,3.6618,187300
-121.86,36.63,37,338,109,231,100,2.5313,108300
-121.02,37.66,28,1437,400,806,338,1.6078,125000
-118.2,34.12,52,1580,426,1462,406,3.3326,167600
-118.32,34.19,37,1519,331,613,315,3.0179,272500
-120.99,39.13,14,770,116,285,116,3.6434,155400
-117.7,33.57,9,1204,355,469,293,3.6196,119900
-120.43,34.97,28,1433,270,1001,278,4.0125,130100
-118.32,34,50,3250,693,2300,675,1.95,112600
-118.4,34.15,31,3881,909,1535,846,3.0398,369100
-116.95,32.76,13,5543,857,2074,737,4.9528,266200
-117.93,33.65,34,2141,425,1559,429,4.2036,220100
-118.04,34.1,39,2302,412,1590,406,4.8017,273800
-119.02,35.41,41,2221,516,1106,473,1.97,51900
-117.78,33.71,16,2207,291,1081,308,7.3518,331200
-118.62,34.26,15,10860,1653,4178,1581,6.3249,262100
-122.03,37.32,15,5132,1059,2156,982,5.6511,404800
-121.87,37.23,19,7357,963,3018,981,6.9473,361400
-117.22,34.48,7,2449,447,1217,408,3.6646,109900
-118.22,33.96,35,1437,474,2113,484,2.6179,158800
-121.23,40.01,38,725,190,219,115,1.625,75000
-121.91,37.27,30,4412,862,2168,772,5.0062,232000
-120.43,34.69,33,2054,373,1067,358,3.6023,128300
-121.73,36.9,23,2392,721,3074,718,2.5195,136900
-117.96,33.78,26,2136,557,1528,537,2.4931,236100
-117.61,34.04,8,4116,766,1785,745,3.1672,150200
-118,34.12,42,870,170,546,164,4.625,173800
-121.7,37.94,36,1710,320,861,300,2.8828,131100
-117.95,33.86,35,2375,439,1343,424,4.53,193500
-122.07,37.4,15,2940,910,943,711,4.359,192200
-122.22,38.1,44,3013,563,1353,512,3.4559,111900
-118.18,33.9,31,2536,603,2625,576,3.0909,150900
-117.9,33.91,33,4181,804,2049,834,4.3103,201600
-118.36,34.09,34,2832,883,1594,843,1.7558,312500
-122.24,37.82,52,1509,225,674,244,4.9306,313400
-122.1,37.71,27,6740,1073,2723,1035,5.2131,252500
-118.33,34.12,23,1894,416,769,392,6.0352,500001
-122.35,37.93,28,1995,488,1182,439,2.3352,84300
-120.62,38.39,15,3750,691,1444,603,2.7399,134800
-122,37.36,19,2237,433,1158,426,6.7718,368300
-118.12,34.05,32,3775,786,2416,792,3.6625,247600
-118.13,33.78,31,3039,739,1199,697,3.7232,500001
-117.26,34.17,30,1937,351,945,344,3.8906,123700
-122.4,40.71,22,2390,484,1131,452,2.1458,84700
-118.45,34,46,1777,362,896,334,4.45,348300
-121.28,37.98,52,941,184,414,171,2.1429,69900
-119.33,36.32,19,2778,431,1092,451,5.2561,121300
-120.39,36.78,11,1947,488,2104,486,1.7184,55200
-118.07,33.93,5,906,187,1453,158,4.125,171900
-121.35,38.68,20,7085,1222,3455,1229,4.3118,120000
-118.43,34.33,18,5891,920,2882,911,5.901,235600
-122.48,37.7,33,4167,1398,2923,1314,3.049,307000
-122.07,38.26,15,1173,146,450,154,6.0487,197700
-118.36,33.79,34,5166,704,2071,668,8.3609,500001
-118.26,33.77,36,886,253,809,219,2.4545,164200
-117.77,33.53,32,3116,661,1105,543,5.1837,445600
-117.21,32.96,3,6251,988,2330,893,8.4355,467600
-118.02,33.9,34,1636,358,977,357,3.5938,209900
-115.91,33.36,15,459,95,160,73,0.922,67500
-122.14,38.07,31,3401,616,1750,602,4.6761,143100
-118.31,33.94,41,1353,286,751,250,2.7401,131700
-123.01,38.79,32,2697,529,1417,535,3.2546,134100
-120.9,35.69,14,5020,909,2105,796,3.8158,248700
-121.83,39.76,12,9831,1921,4644,1775,3.1142,112600
-123.39,38.99,28,1416,294,812,258,3.4063,109400
-117.11,32.62,27,1846,509,1078,482,2.1719,131500
-120.58,38.77,21,1661,406,789,319,2.3583,108700
-118.03,33.97,39,2126,434,1103,433,3.2852,196200
-117.02,32.72,36,2030,369,1142,357,3.7763,126900
-118.28,33.97,31,1068,271,1091,281,1.689,102600
-116.94,34.24,27,12342,2630,1300,566,1.998,153500
-118.24,33.96,44,1338,366,1765,388,1.7778,109900
-122.07,37.68,36,1815,426,1280,431,3.25,218100
-117.91,33.91,34,1763,303,894,297,5.0096,221700
-117.55,33.89,25,2999,439,1396,458,5.6973,164800
-118.34,33.91,17,3724,1023,2536,971,3.2649,202100
-121.75,36.96,19,3461,634,2790,607,4.7569,190800
-122.26,37.88,52,2363,604,1558,573,2.944,338900
-118.1,33.95,27,1666,365,995,354,4.5694,204300
-122.43,37.77,52,1567,482,654,425,2.6914,366700
-119.76,36.75,35,2347,526,1676,481,1.6548,49400
-118.14,34.07,42,1036,199,656,215,4.1902,235000
-117.99,33.98,18,8399,1144,3727,1107,6.9695,360400
-118.42,33.92,25,3521,852,1524,764,3.8086,361300
-118.3,34.02,31,1933,478,1522,423,1.5781,119300
-120.46,38.09,16,3758,715,1777,615,3,122600
-118.29,34.06,42,3894,2293,6846,2156,1.5553,70000
-118.3,33.79,35,2793,686,2255,682,3.0057,235300
-117.84,33.6,21,4281,582,1443,576,9.0519,500001
-122.42,37.79,52,3457,1021,2286,994,2.565,225000
-117.3,34.54,31,1174,360,1161,328,1.06,56500
-118.42,33.9,37,1576,345,662,340,5.308,500001
-118.25,34,29,1419,363,1696,317,2.2813,101300
-122.58,38.1,22,11872,2300,5600,2200,4.6463,276300
-118.08,33.72,14,2021,396,696,367,7.1673,340700
-118.32,34.02,50,1655,256,672,260,4.2554,194300
-117.15,32.92,16,2969,514,1594,465,4.5221,168300
-118.54,34.27,28,2309,300,931,302,6.7415,348200
-121.94,37.54,27,3715,526,1631,538,6.2179,305300
-121.37,38.66,9,3184,779,1929,769,2.3844,86000
-118.35,33.83,36,1102,193,522,172,6.1187,342000
-118.98,37.65,18,1795,416,483,208,4.5375,169800
-118.43,34.06,38,2982,664,1122,572,4.1908,500001
-122.4,37.62,44,1619,362,1064,335,4.0238,224200
-118.39,33.85,24,4373,871,1830,824,5.7128,366200
-118.48,34.01,31,1829,458,719,392,4.4,353800
-118.71,34.28,27,2911,562,1773,580,4.6528,186600
-121.28,38.03,11,826,150,684,166,3.9265,107400
-117.31,33.1,15,2392,446,747,421,3.5341,500001
-122.26,40.58,14,2539,466,1271,438,3.9762,138500
-117.61,33.43,24,2303,399,851,379,3.9875,346500
-119.94,38.95,25,1789,536,1134,396,2.32,91300
-122.43,40.47,16,3552,704,1801,658,2.1496,97700
-121.99,38.36,35,2728,451,1290,452,3.2768,117600
-122.41,37.8,52,812,252,629,247,2.5875,500001
-117.81,35.65,19,1124,290,598,261,1.8984,54300
-117.08,33.14,15,1497,250,827,239,4.3846,154200
-116.95,32.82,18,3038,592,1904,595,3.8024,144900
-119.81,36.78,35,1012,245,633,240,2.0324,55500
-122.26,38,5,6265,908,3326,872,6.2073,272900
-118.34,33.88,42,725,183,493,172,3.2589,233300
-122.48,38.9,10,304,63,161,61,2.1964,112500
-122.18,37.76,37,1575,358,933,320,2.2917,107000
-122.82,38.4,40,2406,423,1054,426,3.8846,215900
-122.91,39.07,21,2202,484,1000,381,2.4423,102300
-118.27,33.96,42,796,203,697,177,2.037,92600
-117.66,33.61,16,2022,254,789,270,8.4112,286900
-121.43,38.62,36,1765,438,1008,382,2.0639,73000
-118.17,33.84,29,4716,1372,2515,1272,2.726,208700
-120.09,39.92,19,2335,518,1028,383,1.7267,60700
-119.34,35.59,33,3240,654,1809,616,2.3934,71900
-117.27,33.21,5,5764,996,3161,1012,4.4531,177500
-122.05,37.97,16,60,10,65,19,6.1359,250000
-118.06,33.9,37,1161,254,882,236,4.4167,158000
-117.4,34,31,1192,307,1013,283,2.0742,76200
-121.94,37.32,46,2451,472,1163,448,4.8519,225800
-118.12,33.83,45,1579,278,687,285,5.0424,225900
-118.11,33.91,22,1981,472,1231,457,4.0878,153700
-118.9,34.18,20,1288,179,539,181,5.8652,302600
-117.15,34.03,32,2832,393,1033,385,6.5648,237200
-117.41,34,38,2228,571,1697,530,1.9052,83400
-118.21,33.82,43,1005,199,723,191,4.3424,162500
-117.77,33.88,8,4874,627,2070,619,8.1117,410200
-117.88,34,21,5459,1086,3394,1087,3.6308,192100
-117.98,33.83,17,3419,932,2460,766,3.2823,228500
-118.27,34.24,30,2180,369,1050,390,6.3688,277600
-121.96,37.13,26,50,5,17,4,15.0001,400000
-117.11,32.78,16,2220,512,930,527,3.6528,133200
-117.75,33.95,13,984,127,364,119,7.5839,426900
-121.15,39.23,13,3883,763,1816,682,2.8102,144400
-122.47,37.51,15,4974,764,2222,774,6.7606,364300
-121.95,37.33,31,1866,465,821,447,2.3547,275900
-118.61,34.24,17,5406,895,2337,882,6.0137,375900
-117.97,33.92,24,2017,416,900,436,3,251400
-121.87,37.34,39,2479,541,1990,506,2.4306,289100
-117.9,33.64,36,2017,357,850,348,5.0532,310900
-122.27,37.32,37,2607,534,1346,507,5.3951,277700
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
